User,Activity,time,x,y,z
1600,A,2.52208E+14,-0.36476135,8.793503,1.0550842;
1600,A,2.52208E+14,-0.8797302,9.768784,1.0169983;
1600,A,2.52208E+14,2.0014954,11.10907,2.619156;
1600,A,2.52208E+14,0.45062256,12.651642,0.18455505;
1600,A,2.52208E+14,-2.1643524,13.928436,-4.4224854;
1600,A,2.52208E+14,-4.332779,13.361191,-0.7188721;
1600,A,2.52208E+14,-0.31944275,13.318359,-0.23202515;
1600,A,2.52208E+14,1.566452,9.515274,-0.01777649;
1600,A,2.52208E+14,-0.32374573,5.262665,0.32234192;
1600,A,2.52208E+14,-1.811676,3.7105103,1.3739319;
1600,A,2.52208E+14,-1.1340485,4.538269,2.2975464;
1600,A,2.52208E+14,0.09291077,6.7061005,1.8996277;
1600,A,2.52208E+14,-1.0363159,15.611984,2.6415253;
1600,A,2.52208E+14,0.7523041,9.682709,3.0008698;
1600,A,2.52208E+14,-0.49697876,18.676529,0.9373779;
1600,A,2.52208E+14,-2.359375,10.250824,-1.7508545;
1600,A,2.52208E+14,0.5801697,7.5878143,0.44392395;
1600,A,2.52209E+14,-2.8121796,9.1380005,-0.45043945;
1600,A,2.52209E+14,-1.8853912,8.08699,0.8474426;
1600,A,2.52209E+14,0.88934326,4.5319824,-0.22895813;
1600,A,2.52209E+14,0.004821777,7.2174377,0.3471222;
1600,A,2.52209E+14,-0.40156555,8.818573,0.5805359;
1600,A,2.52209E+14,-1.3717194,11.805405,2.5853271;
1600,A,2.52209E+14,3.6513977,10.278336,3.7453308;
1600,A,2.52209E+14,1.6511078,13.003159,-2.6304626;
1600,A,2.52209E+14,-6.492264,15.142807,-4.1967316;
1600,A,2.52209E+14,-2.3653412,14.497086,-0.5090637;
1600,A,2.52209E+14,0.5682068,10.774796,-1.6243744;
1600,A,2.52209E+14,0.1408844,6.327484,-0.5890198;
1600,A,2.52209E+14,-2.2570343,2.6841736,-0.44177246;
1600,A,2.52209E+14,-2.5901947,3.7238007,1.4221497;
1600,A,2.52209E+14,-0.14053345,5.54245,2.450531;
1600,A,2.52209E+14,-0.093048096,11.105392,1.9259796;
1600,A,2.52209E+14,-3.0816803,17.96025,6.4721985;
1600,A,2.52209E+14,0.50057983,16.245224,-1.8384705;
1600,A,2.52209E+14,-1.6666412,7.324051,1.2213898;
1600,A,2.52209E+14,0.85995483,8.953232,2.8749847;
1600,A,2.5221E+14,-2.504074,8.181229,-0.8282013;
1600,A,2.5221E+14,-3.458725,7.9203186,-0.53718567;
1600,A,2.5221E+14,-0.3136902,5.471634,-0.12658691;
1600,A,2.5221E+14,0.79541016,5.9292755,-0.13972473;
1600,A,2.5221E+14,-0.29496765,8.266602,0.50408936;
1600,A,2.5221E+14,-1.1681519,11.531845,2.7651062;
1600,A,2.5221E+14,3.0590363,11.120392,2.9900513;
1600,A,2.5221E+14,-0.85884094,13.88443,-2.6391144;
1600,A,2.5221E+14,-5.2745667,15.338074,-4.0735626;
1600,A,2.5221E+14,-2.3806763,14.130188,-0.27114868;
1600,A,2.5221E+14,1.5170441,9.865021,-0.58065796;
1600,A,2.5221E+14,0.13645935,4.564209,-0.13917542;
1600,A,2.5221E+14,-2.172699,3.204422,0.057388306;
1600,A,2.5221E+14,-1.8132629,4.813339,2.3857117;
1600,A,2.5221E+14,0.51412964,7.8227844,2.8281097;
1600,A,2.5221E+14,-1.78656,13.410919,3.566269;
1600,A,2.5221E+14,-3.6832428,18.107956,3.3124084;
1600,A,2.5221E+14,0.3745575,14.882523,-3.208435;
1600,A,2.5221E+14,-0.05987549,8.4926605,-1.2915192;
1600,A,2.5221E+14,-0.94311523,9.317978,0.45887756;
1600,A,2.52211E+14,-2.986435,7.9619904,0.16313171;
1600,A,2.52211E+14,-1.5778961,6.1477356,0.41433716;
1600,A,2.52211E+14,-0.019592285,5.26503,-0.35966492;
1600,A,2.52211E+14,-0.019897461,7.798828,-0.095199585;
1600,A,2.52211E+14,0.058135986,10.209793,1.8944855;
1600,A,2.52211E+14,0.8058319,10.359772,3.8279877;
1600,A,2.52211E+14,0.3924408,12.281372,-0.30545044;
1600,A,2.52211E+14,-3.9925232,14.625122,-4.93573;
1600,A,2.52211E+14,-4.0758667,14.620773,-2.5863495;
1600,A,2.52211E+14,-0.34283447,12.458115,-0.50730896;
1600,A,2.52211E+14,0.7679138,7.3632965,-0.3050232;
1600,A,2.52211E+14,-0.46720886,2.8192444,-0.74923706;
1600,A,2.52211E+14,-2.23732,2.7022247,0.15597534;
1600,A,2.52211E+14,-1.9308167,6.462158,2.4403076;
1600,A,2.52211E+14,-0.45767212,12.173721,2.2596283;
1600,A,2.52211E+14,-0.8964386,10.782166,3.548706;
1600,A,2.52211E+14,-4.38501,15.069595,1.6982269;
1600,A,2.52211E+14,-3.3600311,12.750702,-0.30786133;
1600,A,2.52211E+14,0.11109924,8.382492,-0.92041016;
1600,A,2.52211E+14,-2.8299103,8.635773,-0.9124603;
1600,A,2.52212E+14,-4.005768,7.5156097,0.17929077;
1600,A,2.52212E+14,-1.6379852,4.747345,0.018661499;
1600,A,2.52212E+14,1.4026489,6.004471,0.05848694;
1600,A,2.52212E+14,-0.12463379,8.899155,0.6542053;
1600,A,2.52212E+14,-0.46896362,11.344849,1.8815918;
1600,A,2.52212E+14,1.3414612,10.808838,3.188797;
1600,A,2.52212E+14,0.339859,14.034363,-4.3385468;
1600,A,2.52212E+14,-5.550171,15.081116,-4.2319794;
1600,A,2.52212E+14,-1.658493,15.331543,-1.5031738;
1600,A,2.52212E+14,1.6804657,9.785477,-0.08633423;
1600,A,2.52212E+14,0.44187927,5.100357,-0.37687683;
1600,A,2.52212E+14,-2.2576447,3.0484161,0.0031585693;
1600,A,2.52212E+14,-2.5245667,4.165619,1.2511749;
1600,A,2.52212E+14,-0.25663757,6.146927,1.7322845;
1600,A,2.52212E+14,-0.697052,11.57724,3.471695;
1600,A,2.52212E+14,-2.0449982,12.916489,3.3371277;
1600,A,2.52212E+14,-4.3201447,18.554672,0.09161377;
1600,A,2.52212E+14,-1.1653442,9.230667,-3.075348;
1600,A,2.52212E+14,2.5440826,8.671188,-1.2250519;
1600,A,2.52213E+14,-3.1288757,9.155563,0.42170715;
1600,A,2.52213E+14,-2.805008,7.3309937,0.8727112;
1600,A,2.52213E+14,0.4025879,4.8469696,-0.7140503;
1600,A,2.52213E+14,-1.0872803,4.889328,0.38276672;
1600,A,2.52213E+14,-0.4865265,8.643509,-0.43984985;
1600,A,2.52213E+14,-0.7057953,11.539047,4.013626;
1600,A,2.52213E+14,2.628891,10.204651,3.1709747;
1600,A,2.52213E+14,-1.1148682,14.490784,-4.8614655;
1600,A,2.52213E+14,-8.082993,13.595688,-4.332855;
1600,A,2.52213E+14,-1.6681671,14.467438,-0.49649048;
1600,A,2.52213E+14,1.917923,12.217239,-0.27590942;
1600,A,2.52213E+14,0.82159424,5.5958405,1.0650482;
1600,A,2.52213E+14,-1.3745728,1.6477356,-0.87457275;
1600,A,2.52213E+14,-2.9497223,3.234253,0.5137329;
1600,A,2.52213E+14,-1.2893066,8.20285,2.9591675;
1600,A,2.52213E+14,1.1725616,11.215851,2.9013214;
1600,A,2.52213E+14,-6.2711487,14.75296,5.1496887;
1600,A,2.52213E+14,-1.0957336,18.787323,-9.686493;
1600,A,2.52213E+14,-1.1481476,7.024933,0.21739197;
1600,A,2.52213E+14,2.4118958,8.726578,2.372635;
1600,A,2.52214E+14,-5.0621033,10.803223,0.26490784;
1600,A,2.52214E+14,-3.532257,6.4562836,0.3705902;
1600,A,2.52214E+14,-0.7037964,3.9090424,-0.17088318;
1600,A,2.52214E+14,0.23147583,7.4364166,-0.12234497;
1600,A,2.52214E+14,-0.6518402,9.172073,-0.059936523;
1600,A,2.52214E+14,-1.3802185,10.52861,3.5401611;
1600,A,2.52214E+14,0.19184875,11.422043,0.8295593;
1600,A,2.52214E+14,-1.1698608,15.171539,-5.802887;
1600,A,2.52214E+14,-5.2522736,15.355621,-1.3793335;
1600,A,2.52214E+14,0.886673,13.861618,0.020568848;
1600,A,2.52214E+14,1.7843628,7.6093597,-0.033950806;
1600,A,2.52214E+14,-0.94381714,3.7541199,-0.521286;
1600,A,2.52214E+14,-2.7763062,2.3498688,0.47795105;
1600,A,2.52214E+14,-1.0563354,5.2252045,2.4285736;
1600,A,2.52214E+14,0.46794128,9.040665,1.6820068;
1600,A,2.52214E+14,-2.081726,12.149155,1.5634003;
1600,A,2.52214E+14,-2.4803467,12.771179,2.7843323;
1600,A,2.52214E+14,-4.9830017,15.776566,4.225357;
1600,A,2.52214E+14,-1.8104248,7.8801575,0.07962036;
1600,A,2.52214E+14,-0.07556152,8.93544,-0.71318054;
1600,A,2.52215E+14,-2.7999268,8.901947,-0.41175842;
1600,A,2.52215E+14,-2.3333893,5.4234924,1.0314484;
1600,A,2.52215E+14,-0.1773529,5.507614,0.09451294;
1600,A,2.52215E+14,0.94703674,8.491959,0.48883057;
1600,A,2.52215E+14,-0.09484863,9.81842,1.7395782;
1600,A,2.52215E+14,0.014282227,10.294312,3.4131775;
1600,A,2.52215E+14,0.20487976,11.648209,0.3952942;
1600,A,2.52215E+14,-3.4627838,14.026703,-3.6961823;
1600,A,2.52215E+14,-4.6564484,14.694321,-2.4266205;
1600,A,2.52215E+14,-0.6949463,13.383667,-0.4116974;
1600,A,2.52215E+14,1.3785095,8.264587,-0.31607056;
1600,A,2.52215E+14,-0.094314575,4.4319,-0.78860474;
1600,A,2.52215E+14,-2.815918,3.2064514,-0.20536804;
1600,A,2.52215E+14,-2.0655518,4.414032,1.6419983;
1600,A,2.52215E+14,-0.30981445,8.14592,1.880127;
1600,A,2.52215E+14,-2.7969513,13.337265,4.4647675;
1600,A,2.52215E+14,-2.4265442,17.764664,2.577835;
1600,A,2.52215E+14,-0.06303406,12.163284,-1.7489166;
1600,A,2.52215E+14,0.78359985,8.312317,-0.56222534;
1600,A,2.52215E+14,-2.6509094,10.5905,0.118499756;
1600,A,2.52216E+14,-3.736557,8.603821,0.5336151;
1600,A,2.52216E+14,-1.2045288,5.019562,0.20254517;
1600,A,2.52216E+14,-0.7453308,5.354721,-0.39645386;
1600,A,2.52216E+14,-0.80078125,8.1800995,0.19300842;
1600,A,2.52216E+14,-0.8074646,9.826248,2.4233093;
1600,A,2.52216E+14,1.8885803,9.616241,3.7499847;
1600,A,2.52216E+14,0.53868103,13.410095,-1.6612244;
1600,A,2.52216E+14,-5.549713,15.593979,-4.885437;
1600,A,2.52216E+14,-4.934021,13.647522,-1.9322357;
1600,A,2.52216E+14,0.5018616,13.274124,-0.27523804;
1600,A,2.52216E+14,1.3054199,9.195007,0.68562317;
1600,A,2.52216E+14,-1.1353302,3.327011,-0.50979614;
1600,A,2.52216E+14,-2.0115204,2.2418213,0.62275696;
1600,A,2.52216E+14,-0.71681213,4.6865845,3.612152;
1600,A,2.52216E+14,0.5881195,9.096298,1.6933899;
1600,A,2.52216E+14,-4.435852,15.209,5.7863617;
1600,A,2.52216E+14,-1.2836456,16.201752,0.39245605;
1600,A,2.52216E+14,-2.3407135,8.969162,0.86061096;
1600,A,2.52216E+14,-0.29107666,9.0260315,3.3633575;
1600,A,2.52216E+14,-1.4637299,8.197983,0.11808777;
1600,A,2.52217E+14,-4.018448,9.566696,-0.57788086;
1600,A,2.52217E+14,-1.4348297,6.038742,-0.003921509;
1600,A,2.52217E+14,0.95114136,5.878723,0.26011658;
1600,A,2.52217E+14,1.0148468,6.8273163,0.14941406;
1600,A,2.52217E+14,-2.382492,9.84639,2.9862518;
1600,A,2.52217E+14,0.5102234,10.793945,2.692093;
1600,A,2.52217E+14,-0.46185303,11.580261,0.4978943;
1600,A,2.52217E+14,-3.7816772,14.457123,-4.1251373;
1600,A,2.52217E+14,-5.3678436,16.071472,-0.36418152;
1600,A,2.52217E+14,-0.2234497,14.110855,0.3948059;
1600,A,2.52217E+14,1.5470123,6.478363,0.823349;
1600,A,2.52217E+14,-0.4149933,2.4045105,-0.43240356;
1600,A,2.52217E+14,-3.5130768,2.6900177,0.5561218;
1600,A,2.52217E+14,-1.6197662,5.3638916,2.5201263;
1600,A,2.52217E+14,0.36941528,9.698074,1.2125549;
1600,A,2.52217E+14,-4.3019867,18.087036,8.261765;
1600,A,2.52217E+14,-1.2493439,15.541946,-1.0701599;
1600,A,2.52217E+14,-3.422287,7.5585785,0.7845459;
1600,A,2.52217E+14,-0.3669281,8.423248,3.0457306;
1600,A,2.52217E+14,-2.6200104,8.958221,-1.3219604;
1600,A,2.52218E+14,-4.9432526,8.358643,-0.85980225;
1600,A,2.52218E+14,-1.7214661,5.7656403,0.25494385;
1600,A,2.52218E+14,0.14437866,4.8906403,-0.5192871;
1600,A,2.52218E+14,1.2363434,7.336731,-0.5681305;
1600,A,2.52218E+14,-1.1298828,11.568253,1.5581207;
1600,A,2.52218E+14,0.2690277,11.014008,3.1192474;
1600,A,2.52218E+14,0.83673096,10.070236,0.9227905;
1600,A,2.52218E+14,-2.9662933,15.185516,-7.444763;
1600,A,2.52218E+14,-7.973221,15.072464,-0.96936035;
1600,A,2.52218E+14,1.189209,14.197006,-0.158432;
1600,A,2.52218E+14,2.8507996,7.732025,0.34155273;
1600,A,2.52218E+14,-1.0513458,2.9291992,-1.3224182;
1600,A,2.52218E+14,-4.73584,1.8292236,0.1631012;
1600,A,2.52218E+14,-1.8577728,5.522049,2.9036407;
1600,A,2.52218E+14,1.9588013,9.327621,2.0641937;
1600,A,2.52218E+14,0.24127197,12.385361,2.3574677;
1600,A,2.52218E+14,-2.3002014,12.476257,4.1171265;
1600,A,2.52218E+14,-6.6063538,16.909393,4.6551056;
1600,A,2.52218E+14,-1.6853027,8.899002,0.6409912;
1600,A,2.52218E+14,-0.89697266,9.290131,-1.490921;
1600,A,2.52219E+14,-4.7401276,9.047363,-0.64533997;
1600,A,2.52219E+14,-2.0577087,5.45784,0.81666565;
1600,A,2.52219E+14,-0.48269653,4.6023865,-0.68969727;
1600,A,2.52219E+14,-0.16603088,8.5035095,-0.1625061;
1600,A,2.52219E+14,-0.6661072,10.544815,1.5880127;
1600,A,2.52219E+14,1.9706421,9.927475,4.2012177;
1600,A,2.52219E+14,3.6415863,11.350113,-0.18295288;
1600,A,2.52219E+14,-5.026108,15.838745,-5.033386;
1600,A,2.52219E+14,-6.5671844,15.350143,-2.4622345;
1600,A,2.52219E+14,0.4832611,12.055954,-0.8029175;
1600,A,2.52219E+14,0.030319214,7.3538666,-0.09101868;
1600,A,2.52219E+14,-0.7675171,3.6042175,-0.10461426;
1600,A,2.52219E+14,-1.3703003,2.7450104,0.3109436;
1600,A,2.52219E+14,-1.6290436,5.8643036,2.509781;
1600,A,2.52219E+14,-0.6829834,10.061371,2.814392;
1600,A,2.52219E+14,-2.005249,13.307526,2.1819;
1600,A,2.52219E+14,-4.003525,16.240067,4.810501;
1600,A,2.52219E+14,-3.2628326,13.205872,4.281662;
1600,A,2.52219E+14,-1.3993835,8.594009,0.12210083;
1600,A,2.5222E+14,-2.6445618,10.195526,-0.28903198;
1600,A,2.5222E+14,-3.0088654,7.7862854,0.17254639;
1600,A,2.5222E+14,-0.5857849,5.0304565,0.053726196;
1600,A,2.5222E+14,-0.32084656,6.1818695,-0.39891052;
1600,A,2.5222E+14,-0.78564453,8.34166,0.47294617;
1600,A,2.5222E+14,0.072647095,10.040146,3.4137268;
1600,A,2.5222E+14,2.348526,10.522675,4.452072;
1600,A,2.5222E+14,-2.2012482,12.900681,-2.419159;
1600,A,2.5222E+14,-7.2407227,14.758728,-5.41922;
1600,A,2.5222E+14,-4.361862,13.983566,-2.909958;
1600,A,2.5222E+14,-1.8561401,11.100128,-0.4546814;
1600,A,2.5222E+14,0.024414063,7.1950073,0.65174866;
1600,A,2.5222E+14,0.7232208,3.3740234,-0.008087158;
1600,A,2.5222E+14,-1.2436523,2.8994293,0.91160583;
1600,A,2.5222E+14,-0.348114,6.0237885,3.0613098;
1600,A,2.5222E+14,1.8883057,11.683945,2.741272;
1600,A,2.5222E+14,-2.9883118,14.352966,2.85112;
1600,A,2.5222E+14,-8.111908,16.682617,2.722519;
1600,A,2.5222E+14,-4.351715,11.030334,1.0937805;
1600,A,2.5222E+14,0.81365967,7.194031,0.32040405;
1600,A,2.52221E+14,-3.2868195,9.192993,-4.639496;
1600,A,2.52221E+14,-1.560318,6.632416,1.6365204;
1600,A,2.52221E+14,0.3989563,5.184799,0.9977112;
1600,A,2.52221E+14,0.9382477,6.6042023,0.19451904;
1600,A,2.52221E+14,-0.722702,10.378983,0.87683105;
1600,A,2.52221E+14,0.9581604,10.647263,2.4597778;
1600,A,2.52221E+14,0.7400818,9.818527,2.2373962;
1600,A,2.52221E+14,-3.4567719,13.778442,-4.683319;
1600,A,2.52221E+14,-7.1516113,13.946075,-2.654892;
1600,A,2.52221E+14,-2.3269043,14.180725,-2.5129242;
1600,A,2.52221E+14,0.18014526,10.085693,0.094558716;
1600,A,2.52221E+14,1.0244598,6.25795,0.5062561;
1600,A,2.52221E+14,-1.0731506,1.9996185,-0.8490753;
1600,A,2.52221E+14,-2.8583832,3.5780487,0.36094666;
1600,A,2.52221E+14,-2.7513275,6.9402466,3.2955322;
1600,A,2.52221E+14,-0.16485596,11.619583,1.1437988;
1600,A,2.52221E+14,-2.4636383,15.692535,3.6845856;
1600,A,2.52221E+14,-4.2412415,18.350067,3.815384;
1600,A,2.52221E+14,-1.7523499,5.0253143,1.0456696;
1600,A,2.52221E+14,0.546463,13.124054,-0.4008484;
1600,A,2.52222E+14,-4.207062,8.824692,-1.4332886;
1600,A,2.52222E+14,-4.3693237,5.28273,2.2715912;
1600,A,2.52222E+14,0.09236145,5.3061676,-1.4322357;
1600,A,2.52222E+14,0.039260864,7.042679,0.723938;
1600,A,2.52222E+14,0.24331665,9.267319,-0.59272766;
1600,A,2.52222E+14,-1.3856049,11.024475,3.1379547;
1600,A,2.52222E+14,2.3681946,9.005478,2.403244;
1600,A,2.52222E+14,-0.55281067,13.348541,-3.3749695;
1600,A,2.52222E+14,-5.8560486,14.63942,-3.823532;
1600,A,2.52222E+14,-2.96138,18.232864,-0.8724518;
1600,A,2.52222E+14,1.4294891,10.660141,-0.3346405;
1600,A,2.52222E+14,0.8407135,5.241455,0.55433655;
1600,A,2.52222E+14,-1.5784302,1.2228546,0.21911621;
1600,A,2.52222E+14,-2.0611877,3.1181946,1.1378632;
1600,A,2.52222E+14,-0.73205566,6.394058,2.5012817;
1600,A,2.52222E+14,-1.7214813,11.75206,3.4688263;
1600,A,2.52222E+14,-4.8104706,18.672226,8.010345;
1600,A,2.52222E+14,1.75531,13.047562,-0.797699;
1600,A,2.52222E+14,-5.1496277,8.348068,2.822174;
1600,A,2.52222E+14,-1.7784729,6.943878,0.19239807;
1600,A,2.52223E+14,-0.8331146,8.172913,-0.690567;
1600,A,2.52223E+14,-3.8567963,9.393005,-0.18673706;
1600,A,2.52223E+14,-1.0067902,5.139038,0.06742859;
1600,A,2.52223E+14,0.69184875,6.647949,-0.41096497;
1600,A,2.52223E+14,-0.2055664,8.953964,0.5341644;
1600,A,2.52223E+14,-0.92562866,11.240158,1.6235352;
1600,A,2.52223E+14,1.0170746,10.324463,3.7916718;
1600,A,2.52223E+14,1.6678467,9.917969,-0.119781494;
1600,A,2.52223E+14,-3.706604,14.407196,-6.5221252;
1600,A,2.52223E+14,-8.181854,16.172333,-1.6638794;
1600,A,2.52223E+14,0.20355225,14.462021,-1.1462555;
1600,A,2.52223E+14,0.44839478,8.281036,-0.22636414;
1600,A,2.52223E+14,-0.9850769,2.9581146,-0.56977844;
1600,A,2.52223E+14,-1.378006,1.8173523,0.34176636;
1600,A,2.52223E+14,-1.8712769,5.529114,1.6411896;
1600,A,2.52223E+14,-1.2614288,9.731247,2.6265106;
1600,A,2.52223E+14,-1.3629913,11.249725,4.545944;
1600,A,2.52223E+14,-2.6198883,13.268204,2.5395966;
1600,A,2.52223E+14,-2.7194824,13.747665,-3.818283;
1600,A,2.52223E+14,0.022659302,7.889435,-2.118927;
